date_documented,date,time,described_duration,described_ufo,full_description,city,state,latitude,longitude
11/2/1999,8/22/1995,09:45 pm,2 sec.,,"father &amp  son witness strange obj. streak across sky ""in clump of cloud.""  seconds later, they crest hill, obj. is gone, no clouds vis.",prescott,az,34.54,-112.4677778
11/2/1999,8/22/1995,10:15 pm,2 min.,,"man, 20 neighbors, see prominant orange obj. moving across clear sky. zigzags, swirls, disappears from sight, reappears as white.",fontana,ca,34.0922222,-117.4341667
11/2/1999,8/22/1995,10:17 pm,10 min.,,"woman hears ""thump"" on roof, goes outside, sees bright orange orb above house!  obj. moved ""chaotically.""  multiple witnesses.",fontana,ca,34.0922222,-117.4341667
11/2/1999,8/22/1995,11:25 pm,15 sec.,,"woman, 6 miles e of tempe, sees 3 obj. plummet very fast toward ground.  perform incredible maneuvers, rise back into sky.",tempe,az,33.4147222,-111.9086111
9/17/2003,8/22/2001,09:00 pm,10 minutes,,corroboration of the 8/22/01 reports in lewiston,lewiston,me,44.1002778,-70.2152778
10/12/2001,8/22/2001,10:00 pm,8 min.,,"ufo flies over lewiston, maine 08/22/01",sabattus,me,44.1197222,-70.1080556
9/6/2002,8/22/2002,02:14 am,30 minutes,,musical tones heard during thunderstorm in crystal lake,crystal lake,il,42.2411111,-88.3161111
11/2/1999,8/23/1995,04:35 pm,10 sec.,,"young woman driving to work sees ""mushroom-shaped obj. w/ ring around it"" streak over hwy.  sees 2nd obj.. very alarmed.",puyallup,wa,47.1855556,-122.2916667
11/2/1999,8/23/1995,08:35 pm,3 min.,,"mother &amp  son witness bizarre obj., ""the size of a football,"" hovering in sky.  they pursue it in truck for some reason.  both alarmed.",anaheim,ca,33.8352778,-117.9136111
11/2/1999,8/23/1995,11:50 pm,10 min.,,"mother &amp  daughter witness ""donut-shaped"" obj. beside highway.  pick up friend at destination, return to sighting location. scared.",louisville,ky,38.2541667,-85.7594444
12/14/2004,8/23/2004,07:00 pm,2 minutes,,"government helicopter may have known about tinley park, il ufo",midlothian,il,41.6252778,-87.7175
12/23/2002,8/24/1996,01:30 am,3:30,,they came at night and stabbed my leg and left.,osborne,ks,39.4388889,-98.6944444
9/28/2003,8/24/2003,04:00 pm,aprox: 5 sec,,"my son, granddaughter and i were sitting on a bench facing north eating our ice cream outside a store in the canyon corners strip mall.",bothell,wa,47.7625,-122.2041667
10/30/2006,8/24/2006,10:00 pm,5 seconds,,comet-like ball of fire that could have ben  a jet airliner exploding.,harrodsburg,ky,37.7622222,-84.8433333
8/27/2009,8/24/2009,12:00 am,3 hours,,metalic spheres,bell,ca,33.9775,-118.1861111
12/14/2004,8/25/1991,11:00 pm,3 sec,,second and third witness to report.,marquette,mi,46.5436111,-87.3952778
11/2/1999,8/25/1995,12:40 am,10 sec.,,"mother, daughter, friend witness huge, lighted ball streak overhead.  ""turned whole sky blue.""  flew n to s.  size of full moon.",adamsville,pa,41.5111111,-80.37
11/2/1999,8/25/1995,12:40 am,10 sec.,,man witnesses 3-4 extraordinarily bright flashes above horizon in eastern sky.  thinks nuclear power station exploded.  upset.,cleveland,oh,41.4994444,-81.6955556
11/2/1999,8/25/1995,12:40 am,20 sec.,,"5 youth witness huge, extremely bright obj. streak from n to s.  obj. descends through clouds, accelerates, levels out. alarmed.",edinboro,pa,41.8741667,-80.1319444
11/2/1999,8/25/1995,12:40 am,6 sec.,,"physicist (ph.d) repts. seeing ""gigantic light, size of moon, w/ green tint"" streak n to s 10 deg. above w horiz. ""not a meteor.""",monticello,ny,41.6555556,-74.6897222
11/2/1999,8/25/1995,01:30 am,5 sec.,,"prof. race car driver encounters bizarre, bright blue obj. hovering above ground in lonely valley.  obj. strobes blue, green, streaks",breezewood,pa,39.9991667,-78.2388889
11/2/1999,8/25/1995,08:00 pm,2 min.,,"woman &amp  children at fam. reunion see unlighted, round obj. ""colored like pearl"" pass overhead against wind.  see 3 more sec. later.",helena,mt,46.5927778,-112.0352778
11/2/1999,8/25/1995,08:30 pm,5 sec.,,"woman driving on redmond-wdinville hwy hears strange buzzing noise, then sees peculiar blue light, bigger than moon, going n..",bothell,wa,47.7625,-122.2041667
11/2/1999,8/25/1995,10:00 pm,5 sec.,,"man repts. seeing ""elliptical, solid object"" descend through clouds.  was not plane, had no wings.  obj. darted ""all over the place.""",sarasota,fl,27.3361111,-82.5308333
8/28/2002,8/25/2002,12:45 pm,1:45,,time loss,cascade,id,44.5163889,-116.0408333
9/9/2004,8/25/2004,10:00 pm,3-4 minutes,,bright reddish object,indianapolis,in,39.7683333,-86.1580556
10/30/2006,8/25/2006,04:55 am,5 seconds,,"bright light in sky, then dims, then disappears.",bel air,md,39.5358333,-76.3486111
8/27/2009,8/25/2009,06:30 am,40 minutes,,those two perfect circles appearing with the small sparkling lights all neatly arranged,beverly beach,fl,29.5144444,-81.1447222
8/30/2013,8/25/2013,07:30 pm,1 minutes,,high-altitude white flashes.,waikoloa,hi,19.9430556,-155.7902778
8/30/2013,8/25/2013,08:00 pm,45 minutes,,"while driving past gulf beach on our way home a cluster of orangish lights caught our eye. while stopping and watching, we saw these &amp q",milford,ct,41.2222222,-73.0569444
11/2/1999,8/26/1995,10:00 am,30 min.,,"young man videos peculiar disc, ""w/ double level row of windows,"" hovering n of city. many witnesses, tv coverage. good video.",salida,co,38.5347222,-105.9983333
11/2/1999,8/26/1995,03:42 pm,3 min.,,"ufo investigator witnesses bright, silver/white object approach over nearby mountains in approx. 5 seconds, hover for 2-3 minutes.",provo,ut,40.2338889,-111.6577778
11/2/1999,8/26/1995,09:15 pm,5 min.,,"woman, son, 3 men witness obj. w/ ""4 bright lights, 1 big red light underneath,"" suddenly appear in night sky.  it rose, streaked.",auburn,wa,47.3075,-122.2272222
11/2/1999,8/26/1995,11:00 pm,10 min.,,"man, wife, and 2 adults witness peculiar, bright white light pacing their car on highway.  two other lights appear, move around sky.",williston,nd,48.1333333,-103.6333333
11/2/1999,8/26/1995,11:45 pm,3 min.,,"man witnesses a ""blue, spherical object go across the sky slowly.""  obj. was below clouds.  slightly smaller than full moon.",phoenix,az,33.4483333,-112.0733333
10/12/2001,8/26/2001,01:30 am,aprox. 15 sec.,,large white stationary light with three bright red tubular lights slowly descending from it and then deappearing below it.,phoenix,az,33.4483333,-112.0733333
11/2/1999,8/27/1995,04:00 am,2 sec.,,"man repts. large ""ball of fire"" descend at 45 deg. angle.  descended behind mountains 6-7 mi. distant.  prominant tail. ejected obj.",los angeles,ca,34.0522222,-118.2427778
11/2/1999,8/27/1995,01:10 pm,15 sec.,,"man repts. seeing a strange, metallic obj. ""w/ no protuberances, but dome in center,"" pacing a landing c-130 aircraft.  disappears.",medford,or,42.3266667,-122.8744444
11/2/1999,8/27/1995,09:30 pm,30 sec.,,family camped 20 mi. s of mt. hood witness strange object streak through 50 deg. across sky.  other observers in campground.,oregon city,or,45.3575,-122.6055556
10/30/2006,8/27/2006,01:00 am,10 seconds,,"don't believe in ufo's ,but here is what i saw. we were about two miles from highway 115  on highway 66 ne of evart, mi. at my brother",evart,mi,43.9005556,-85.2580556
10/30/2006,8/27/2006,11:00 pm,10 minutes,,bright circular moving light above tree tops,grants pass,or,42.4391667,-123.3272222
9/9/2013,8/27/2013,08:00 pm,10 minutes,,siting of object in sky.,campbell,oh,41.0783333,-80.5994444
11/2/1999,8/28/1995,01:50 am,4 sec.,,"woman sees a ""pecular light w/ a strange shadow.""  no sound.  repts. that state patrol received multiple reports.",mass city,mi,46.7638889,-89.0861111
11/2/1999,8/28/1995,02:30 am,10 min.,,"man repts. seeing ""a slender object, with a string of lights across body."" as wide as a full moon.  observed w/ binocs.  very unusual.",castle rock,co,39.3722222,-104.8555556
11/2/1999,8/28/1995,10:45 am,5 sec.,,"woman reports seeing bizarre ""white orb"" in sky.  as big as an aircraft.  appeared to be ""moving sideways.""  called police, usaf.",burbank,ca,34.1808333,-118.3080556
8/30/1999,8/28/1999,06:00 pm,less than 8-10 sec.,,it looked like a long  silver gray parasail canopy.  huge. swooped  down over the city &amp  quickly shot  up where it stayed on a fairly e,albuquerque,nm,35.0844444,-106.6505556
2/14/2006,8/28/2005,03:00 pm,1 minute,,i don't know if these are ufo's or not.  i took this pic and recently looked at it closely for the first time.  there are some objects,claude,tx,35.1116667,-101.3627778
8/30/2010,8/28/2010,08:30 pm,2 hours,,"since 25 august, i have witnessed 2 cigar/chevron shaped objects, bright, to the west of burlingame. one appears ner the horizon, the 2",burlingame,ks,38.7538889,-95.8347222
11/2/1999,8/29/1995,05:50 am,1 sec.,,man repts. sighting bright white light streaking e to w 60 deg. above s horizon.  1/3 diameter of full moon. 2nd sighting by others.,boise,id,43.6136111,-116.2025
3/19/2009,8/30/2008,09:00 pm,30 min.,,"the 2 orange spheres just stayed in place and one would flash bright then the other, they didn't move other than that.",mcintosh,nm,34.8647222,-106.0511111
11/2/1999,8/31/1995,09:50 pm,20 min.,,"six adults witness multiple bizarre objects near paine field.  objects hovered, jumped suddenly, disappear.  emitted yellow light.",mukilteo,wa,47.9447222,-122.3033333
10/31/2008,8/31/2008,12:05 am,3 seconds,,"the time of night was close to 12:05 am august 31, 2008. from my kitchen window facing north i saw a object cross from from my right to",st. paul,mn,44.9444444,-93.0930556
10/31/2008,8/31/2008,10:15 pm,2 minutes,,egg shapped craft traveling north to south in brooklyn,new york city,ny,40.7141667,-74.0063889
8/10/1999,8/3/1999,09:45 pm,60seconds,,"bright light fading to dim, followed by another dim light, both disappeared.",salem,ma,42.5194444,-70.8972222
11/2/1999,8/4/1986,12:00 am,5 min.,,"woman repts. witnessing dramatic disturbance in local reservoir caused by large ""falling"" object.  other witnesses in la, nc (?).",harrisonburg,la,31.7719444,-91.8213889
11/2/1999,8/4/1995,01:00 am,90 sec.,,"man reports witnessing strobe light in sky, then go dim. (tumbling satellite?)",hazel dell,wa,45.6716667,-122.6616667
11/2/1999,8/4/1995,01:15 am,10 sec.,,"two men witness ""round object w/ flame trail"" descend out of sky.  color was ""white w/ slight fire color.""  very large.",bellevue,wa,47.6105556,-122.1994444
11/2/1999,8/4/1995,02:40 am,3 min.,,"son wakes mother  both witness clump of bright, white lights overhead in formation.  ""like clump of stars."" obj. streaks off.",vancouver,wa,45.6388889,-122.6602778
11/2/1999,8/4/1995,08:00 pm,1-2 sec.,,"man witnesses strange ""green flash, about the size of a nickel."" (at arm's length?)  flash may have had a ""white outline.""",shelton,wa,47.2152778,-123.0994444
11/2/1999,8/4/1995,09:35 pm,4 min.,,"woman watching satellite, sees small, round ball moving across the sky.  ran around corner of bldg. to follow obj., but was gone.",sacramento,ca,38.5816667,-121.4933333
3/19/2009,8/4/2008,06:05 pm,10 to 15 sec,,"i saw this object (below) on august 4, 2008 at 7:05 pm going from nw to se over my house which is near clear lake (yelm) wa.i was s",yelm,wa,46.9422222,-122.6047222
8/27/2009,8/4/2009,03:30 am,3 mins,,"at around 3:30 in the am i awoke to what i thought was thunder, but upon completely waking up, i heard a weird rumbling or ripping like",coral springs,fl,26.2708333,-80.2708333
8/24/2010,8/4/2010,11:30 pm,5 minutes,,"on wednesday, aug 4 at approximately 10:30 pm my wife and i were sitting on our patio when we noticed 2 bright objects approaching from",cincinnati,oh,39.1619444,-84.4569444
11/2/1999,8/5/1995,11:15 pm,2 sec.,,"woman &amp  daughter witness strange, very bright, green obj. streak in e sky.  ""as big as moon.""  seen twice by others previous week.",woodland,wa,45.9047222,-122.7427778
11/2/1999,8/6/1995,04:00 am,1 minute,,"woman awakend from deep sleep ""by explosion."" saw flash of bright light in ""upper right part of bedroom window."" couldn't move.",lacey,wa,47.0344444,-122.8219444
11/2/1999,8/6/1995,06:45 pm,8 hrs.,,"many individuals report multiple objects in formation moving, zigzagging  in sky above city.  had red, green, &amp  white lights.",bakersfield,ca,35.3733333,-119.0177778
11/2/1999,8/6/1995,08:50 pm,5 sec.,,"couple witness very bright obj. streak overhead to sw horizon.  1/4 size of moon.  very fast.  white in center, yellow fringe.",bakersfield,ca,35.3733333,-119.0177778
11/2/1999,8/6/1995,10:30 pm,5 min.,,"2 women driving 15 miles se of city, encounter huge disc hovering almost motionless.  red, white, blue lights.  pain, marks on skin.",kalamazoo,mi,42.2916667,-85.5872222
8/30/1999,8/6/1999,11:00 pm,30 sec.,,my son told me this and he is not here for a few days.he stated that he was outside at my mother farm when he saw the sky light up brig,fittstown,ok,34.6147222,-96.6341667
8/19/2012,8/6/2012,12:00 am,seconds,,entire sky lit up bright orange 2x and greenish blue once.  it was not lightening..  crazy!,ripley,wv,38.8186111,-81.7108333
8/19/2012,8/6/2012,10:00 pm,15 minutes,,we were playing games on the beach porch when 3 bright orange lights appeared in the sky above the ocean. they faded out after a minute,pawleys island,sc,33.4330556,-79.1216667
8/30/2013,8/6/2013,09:00 pm,2 minutes,,"aug 6, 9pm it was in space looked like a star was still then moved it dimmed and faded away. too far for any details",tucson,az,32.2216667,-110.9258333
11/2/1999,8/7/1995,12:30 am,90 min.,,"boy reports seeing two large obj. w/ red, green, and white lights maneuvering overhead, making sudden sharp turns.",bakersfield,ca,35.3733333,-119.0177778
8/16/2002,8/7/2002,10:34 pm,less than a minute,,"at 10:34 p.m., i was sitting on my deck stargazing. it is cool,clear evening. i am facing north. i noticed a bright yellow satellite or",barrington,il,42.1538889,-88.1361111
8/24/2010,8/7/2010,10:05 pm,15 min,,"round, bright orange balls in sky traveling in single file while climbing in altitude.",seabeck,wa,47.6397222,-122.8272222
8/21/2011,8/7/2011,01:14 am,10 minutes,,shape changing radiant object in se mn 080711,oronoco,mn,44.1661111,-92.5347222
8/30/2013,8/7/2013,08:30 pm,2 minutes,,"standing outside, looking toward the east when i saw something moving in the sky, when it appeared to explode with 2 objects following.",pompano beach,fl,26.2375,-80.125
11/2/1999,8/8/1995,12:40 am,10 sec.,,"woman witnesses round, black, disc-shaped craft rise out of pier park (?).  looked ""like obsidian."" dark, but reflected street lights.",portland,or,45.5236111,-122.675
11/2/1999,8/8/1995,04:00 am,2.5 hrs.,,"two men fishing witness ""meteor shower.""  then see many objects streaking, maneuvering very fast. approach boat.  men alarmed.",clearwater,fl,27.9655556,-82.8002778
11/2/1999,8/8/1995,09:30 pm,30 min.,,"former u.s.army officer (ph.d.)  reports strange cluster of lights, ""like christmas lights,"" moving overhead.  neighbor sees object.",oregon city,or,45.3575,-122.6055556
11/2/1999,8/8/1995,10:40 pm,15 min.,,"son wakes mother to observe peculiar pulsing red, blue, yellow lights positioned in row.  obj. appears to eject colored light.",clinton,mo,38.3686111,-93.7780556
11/2/1999,8/8/1995,11:00 pm,30 min.,,"man witnesses ""blimp w/ reddish &amp  yellow lights"" in sky sw of tucson.  (detailed data not provided.)",tucson,az,32.2216667,-110.9258333
8/5/2012,8/8/2008,02:00 am,3 hours?,,i was with being helping them and saw the ship perfectly.,hamilton,mi,42.6772222,-86.0061111
8/19/2012,8/8/2012,09:00 pm,10 seconds,,"3 lights in a triangle formation, each came on at different times and stayed on for roughly 3-10 seconds. i'd also seen them the previo",north myrtle beach,sc,33.8158333,-78.6802778
11/2/1999,8/9/1995,09:25 pm,15 min.,,"couple witness multiple red/purple globular objects, ""the size of cantaloups,"" moving across yard!  witnessed 10 objects at once!",fresno,ca,36.7477778,-119.7713889
11/2/1999,9/10/1995,12:35 pm,8 min.,,"man, wife, son witness tiny, milk-white sphere hovering in cloudless sky. streaks off to nw.  15 min. later see silver disc overhead.",las vegas,nv,36.175,-115.1363889
